,restName,from,orderTime,extras,isDelivered,itemCount,sentBy,isPaid,paidBy,itemVal,closedBy,table,sendTime,closedAt,item,orderCaption,discount,discountAt,discountBy,discountPercentage
26,Vivaldi Görükle,vgorukle,2021-09-20 14:08:57.406000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,VİVALDİ ÇİLEK,,,,,
27,Vivaldi Görükle,vgorukle,2021-09-20 14:08:58.803000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,VİVALDİ ÇİLEK,,,,,
28,Vivaldi Görükle,vgorukle,2021-09-20 14:09:03.617000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,VİVALDİ BROWNIE,,,,,
29,Vivaldi Görükle,vgorukle,2021-09-20 14:09:09.086000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,SU,,,,,
30,Vivaldi Görükle,vgorukle,2021-09-20 14:09:10.234000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,SU,,,,,
31,Vivaldi Görükle,vgorukle,2021-09-20 14:09:11.425000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,SU,,,,,
32,Vivaldi Harmony,adyan,2021-09-20 14:09:11.858000+00:00,[],True,1.0,gorkemk,True,card,5.0,vharmonyadmin,d11,2021-09-20 14:13:27.434999+00:00,2021-09-20 14:37:44.139000+00:00,SİYAH ÇAY,,,,,
33,Vivaldi Harmony,adyan,2021-09-20 14:09:17.875000+00:00,[],True,1.0,gorkemk,True,card,14.0,vharmonyadmin,d11,2021-09-20 14:13:28.403000+00:00,2021-09-20 14:37:44.139000+00:00,GELENEKSEL TÜRK KAHVESİ,orta ,,,,
34,Vivaldi Görükle,vgorukle,2021-09-20 14:09:20.841000+00:00,[],True,275.0,,True,card,82.5,vgorukle,b1,,2021-09-20 14:10:18.360000+00:00,EL YAPIMI BELÇİKA ÇİKOLATASI GR,,,,,
35,Vivaldi Harmony,adyan,2021-09-20 14:09:23.723999+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d11,2021-09-20 14:13:29.395999+00:00,2021-09-20 14:37:44.139000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
36,Vivaldi Harmony,adyan,2021-09-20 14:10:55.053999+00:00,[],True,3.0,gorkemk,True,card,13.05,vharmonyadmin,s4,2021-09-20 14:13:24.502000+00:00,2021-09-20 14:36:02.421000+00:00,SU,,True,2021-09-20 14:35:56.825000+00:00,vharmonyadmin,13.0
37,Vivaldi Harmony,adyan,2021-09-20 14:23:57.180000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d1,2021-09-20 14:25:52.546000+00:00,2021-09-20 14:44:18.472000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
38,Vivaldi Harmony,adyan,2021-09-20 14:26:52.353000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d1,2021-09-20 14:28:53.505000+00:00,2021-09-20 14:44:18.472000+00:00,VİVALDİ ÇİLEK,,,,,
39,Vivaldi Görükle,vgorukle,2021-09-20 14:34:56.422000+00:00,[],True,1.0,,True,card,16.0,vgorukle,s6,,2021-09-20 14:49:14.217000+00:00,COFFEE LATTE,,,,,
40,Vivaldi Görükle,vgorukle,2021-09-20 14:35:04.769000+00:00,[],True,70.0,,True,card,21.0,vgorukle,s6,,2021-09-20 14:49:14.217000+00:00,EL YAPIMI BELÇİKA ÇİKOLATASI GR,,,,,
41,Vivaldi Harmony,gorkemk,2021-09-20 14:35:34.559999+00:00,[],True,1.0,gorkemk,True,cash,30.0,vharmonyadmin,d8,2021-09-20 14:36:39.617000+00:00,2021-09-20 14:52:19.380000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
42,Vivaldi Harmony,adyan,2021-09-20 14:44:28.664000+00:00,[],True,1.0,gorkemk,True,cash,30.0,vharmonyadmin,s1,2021-09-20 14:57:31.594000+00:00,2021-09-20 15:26:00.446000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
43,Vivaldi Harmony,adyan,2021-09-20 14:45:00.261000+00:00,[],True,1.0,gorkemk,True,cash,20.0,vharmonyadmin,s1,2021-09-20 14:57:33.493999+00:00,2021-09-20 15:26:00.446000+00:00,AROMALI ICE MOCHA,karamel ,,,,
44,Vivaldi Harmony,vharmonyadmin,2021-09-20 14:46:10.660000+00:00,[],True,2.0,,True,card,28.0,vharmonyadmin,a0,,2021-09-20 14:47:26.819000+00:00,GELENEKSEL TÜRK KAHVESİ,,,,,
45,Vivaldi Harmony,vharmonyadmin,2021-09-20 14:46:20.384000+00:00,[],True,55.0,,True,card,16.5,vharmonyadmin,a0,,2021-09-20 14:47:26.819000+00:00,EL YAPIMI BELÇİKA ÇİKOLATASI GR,,,,,
46,Vivaldi Harmony,adyan,2021-09-20 14:46:52.597000+00:00,[],True,1.0,gorkemk,True,cash,16.0,vharmonyadmin,s1,2021-09-20 14:57:34.559999+00:00,2021-09-20 15:26:00.446000+00:00,COFFEE LATTE,,,,,
47,Vivaldi Harmony,adyan,2021-09-20 14:53:35.401000+00:00,[],True,2.0,gorkemk,True,cash,10.0,vharmonyadmin,d11,2021-09-20 15:06:13.726999+00:00,2021-09-20 16:12:26.622000+00:00,SİYAH ÇAY,,,,,
48,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 14:57:24.829999+00:00,[],True,2.0,,True,card,32.0,vivaldisoganli,b1,,2021-09-20 17:00:17.148000+00:00,CAPPUCCİNO,,,,,
49,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 14:57:29.461999+00:00,[],True,1.0,,True,card,5.0,vivaldisoganli,b1,,2021-09-20 17:00:17.148000+00:00,SU,,,,,
50,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 14:57:31.688999+00:00,[],True,1.0,,True,card,30.0,vivaldisoganli,b1,,2021-09-20 17:00:17.148000+00:00,VİVALDİ BROWNİE,,,,,
51,Vivaldi Harmony,vharmonyadmin,2021-09-20 14:58:35.649000+00:00,[],True,2.0,,True,card,60.0,vharmonyadmin,a0,,2021-09-20 14:58:41.725000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
52,Vivaldi Harmony,adyan,2021-09-20 14:59:33.457000+00:00,[],True,1.0,gorkemk,True,card,14.25,vharmonyadmin,s7,2021-09-20 15:03:20.283999+00:00,2021-09-20 15:32:45.925000+00:00,FİLTRE KAHVE,,True,2021-09-20 15:29:32.133000+00:00,vharmonyadmin,5.0
53,Vivaldi Harmony,adyan,2021-09-20 14:59:44.636000+00:00,[],True,1.0,gorkemk,True,card,28.5,vharmonyadmin,s7,2021-09-20 15:03:21.194999+00:00,2021-09-20 15:32:45.925000+00:00,VİVALDİ CUP (ÇİLEK/MUZ),çilek ,True,2021-09-20 15:29:32.133000+00:00,vharmonyadmin,5.0
54,Vivaldi Harmony,adyan,2021-09-20 14:59:56.534000+00:00,[],True,1.0,gorkemk,True,card,4.75,vharmonyadmin,s7,2021-09-20 15:03:22.168999+00:00,2021-09-20 15:32:45.925000+00:00,SU,,True,2021-09-20 15:29:32.133000+00:00,vharmonyadmin,5.0
55,Vivaldi Harmony,adyan,2021-09-20 15:00:56.949000+00:00,[],True,1.0,gorkemk,True,card,19.0,vharmonyadmin,s7,2021-09-20 15:03:23.043999+00:00,2021-09-20 15:32:45.925000+00:00,ÇİLEKLİ LİMONATA,,True,2021-09-20 15:29:32.133000+00:00,vharmonyadmin,5.0
56,Vivaldi Harmony,adyan,2021-09-20 15:02:00.738000+00:00,[],True,1.0,gorkemk,True,cash,3.1875,vharmonyadmin,d4,2021-09-20 15:06:14.936000+00:00,2021-09-20 16:02:53.950000+00:00,SİYAH ÇAY,açık,True,2021-09-20 16:02:50.021000+00:00,vharmonyadmin,25.0
57,Vivaldi Harmony,adyan,2021-09-20 15:02:11.860000+00:00,[],True,2.0,gorkemk,True,card,11.9,vharmonyadmin,d4,2021-09-20 15:06:16.654999+00:00,2021-09-20 16:02:40.963000+00:00,SODA,çarçil,True,2021-09-20 16:02:36.401000+00:00,vharmonyadmin,15.0
58,Vivaldi Harmony,adyan,2021-09-20 15:07:34.503000+00:00,[],True,1.0,gorkemk,True,card,11.9,vharmonyadmin,d4,2021-09-20 15:10:50.174000+00:00,2021-09-20 16:02:44.125000+00:00,GELENEKSEL TÜRK KAHVESİ,az şeker ,True,2021-09-20 16:02:36.401000+00:00,vharmonyadmin,15.0
59,Vivaldi Harmony,adyan,2021-09-20 15:07:48.224000+00:00,[],True,1.0,gorkemk,True,card,16.0,vharmonyadmin,b8,2021-09-20 15:13:14.591000+00:00,2021-09-20 16:02:14.117000+00:00,COFFEE LATTE,,,,,
60,Vivaldi Harmony,adyan,2021-09-20 15:07:55.273000+00:00,[],True,1.0,gorkemk,True,card,14.0,vharmonyadmin,b8,2021-09-20 15:10:53.263999+00:00,2021-09-20 16:02:14.117000+00:00,GELENEKSEL TÜRK KAHVESİ,sade,,,,
61,Vivaldi Harmony,adyan,2021-09-20 15:08:08.292000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,b8,2021-09-20 15:13:15.532999+00:00,2021-09-20 16:02:14.117000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
62,Vivaldi Harmony,adyan,2021-09-20 15:09:57.295000+00:00,[],True,3.0,gorkemk,True,cash,15.0075,vharmonyadmin,s2,2021-09-20 15:10:28.040999+00:00,2021-09-20 16:21:25.215000+00:00,SU,,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
63,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 15:10:55.854000+00:00,[],True,1.0,,True,card,5.0,vivaldisoganli,b1,,2021-09-20 17:00:17.148000+00:00,SU,,,,,
64,Vivaldi Harmony,adyan,2021-09-20 15:12:10.517000+00:00,[],True,2.0,gorkemk,True,card,28.0,vharmonyadmin,d8,2021-09-20 15:19:25.493000+00:00,2021-09-20 16:49:49.709000+00:00,AMERİCANO,,,,,
65,Vivaldi Harmony,adyan,2021-09-20 15:12:14.818000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d8,2021-09-20 15:19:26.290999+00:00,2021-09-20 16:49:49.709000+00:00,Vivaldi Bomba,,,,,
66,Vivaldi Harmony,adyan,2021-09-20 15:12:19.074000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d8,2021-09-20 15:19:27.157000+00:00,2021-09-20 16:49:49.709000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
67,Vivaldi Harmony,adyan,2021-09-20 15:12:57.438000+00:00,[],True,2.0,gorkemk,True,card,60.03,vharmonyadmin,s2,2021-09-20 15:19:33.367000+00:00,2021-09-20 16:21:16.240000+00:00,SAN SEBASTİAN CHEESECAKE,,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
68,Vivaldi Harmony,adyan,2021-09-20 15:13:30.370000+00:00,[],True,2.0,gorkemk,True,card,28.014000000000003,vharmonyadmin,s2,2021-09-20 15:19:35.750000+00:00,2021-09-20 16:21:21.977000+00:00,GELENEKSEL TÜRK KAHVESİ,şekerli ,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
69,Vivaldi Harmony,adyan,2021-09-20 15:15:32.154000+00:00,[],True,1.0,gorkemk,True,cash,14.007000000000001,vharmonyadmin,s2,2021-09-20 15:21:34.203000+00:00,2021-09-20 16:21:25.215000+00:00,GELENEKSEL TÜRK KAHVESİ,orta,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
70,Vivaldi Harmony,adyan,2021-09-20 15:16:42.749000+00:00,[],True,1.0,gorkemk,True,cash,7.003500000000001,vharmonyadmin,s2,2021-09-20 15:21:35.453000+00:00,2021-09-20 16:21:25.215000+00:00,SODA,,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
71,Vivaldi Görükle,vgorukle,2021-09-20 15:16:48.119000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 15:17:38.217000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
72,Vivaldi Görükle,vgorukle,2021-09-20 15:16:54.690000+00:00,[],True,1.0,,True,card,12.0,vgorukle,b1,,2021-09-20 15:17:38.217000+00:00, ESPRESSO,,,,,
73,Vivaldi Harmony,adyan,2021-09-20 15:17:41.620000+00:00,[],True,1.0,gorkemk,True,cash,5.0024999999999995,vharmonyadmin,s2,2021-09-20 15:17:45.670000+00:00,2021-09-20 16:21:25.215000+00:00,SU,,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
74,Vivaldi Harmony,adyan,2021-09-20 15:19:26.699000+00:00,[],True,3.0,gorkemk,True,cash,42.0,vharmonyadmin,d1,2021-09-20 15:24:58.434000+00:00,2021-09-20 16:58:32.526000+00:00,GELENEKSEL TÜRK KAHVESİ,sade,,,,
75,Vivaldi Harmony,adyan,2021-09-20 15:19:29.487000+00:00,[],True,1.0,gorkemk,True,cash,7.0,vharmonyadmin,d1,2021-09-20 15:25:00.183000+00:00,2021-09-20 16:58:32.526000+00:00,SODA,,,,,
76,Vivaldi Harmony,adyan,2021-09-20 15:20:51.375000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d17,2021-09-20 15:25:02.459000+00:00,2021-09-20 16:05:59.573000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
77,Vivaldi Harmony,adyan,2021-09-20 15:20:55.694000+00:00,[],True,2.0,gorkemk,True,card,10.0,vharmonyadmin,d17,2021-09-20 15:25:03.382999+00:00,2021-09-20 16:05:59.573000+00:00,SU,,,,,
78,Vivaldi Harmony,adyan,2021-09-20 15:30:37.720000+00:00,[],True,2.0,gorkemk,True,card,28.0,vharmonyadmin,d9,2021-09-20 15:33:39.970999+00:00,2021-09-20 16:05:13.248000+00:00,GELENEKSEL TÜRK KAHVESİ,sade / orta ,,,,
79,Vivaldi Harmony,adyan,2021-09-20 15:30:43.809999+00:00,[],True,1.0,gorkemk,True,card,7.0,vharmonyadmin,d9,2021-09-20 15:33:41.063999+00:00,2021-09-20 16:05:13.248000+00:00,SODA,,,,,
80,Vivaldi Harmony,adyan,2021-09-20 15:32:02.551000+00:00,[],True,1.0,gorkemk,True,cash,4.35,vharmonyadmin,s2,2021-09-20 15:33:02.632999+00:00,2021-09-20 16:21:25.215000+00:00,SU,,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
81,Vivaldi Harmony,adyan,2021-09-20 15:35:23.480999+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d9,2021-09-20 15:36:23.351000+00:00,2021-09-20 16:05:13.248000+00:00,VİVALDİ MUZ,,,,,
82,Vivaldi Harmony,adyan,2021-09-20 15:37:41.453999+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d19,2021-09-20 15:40:10.746000+00:00,2021-09-20 16:56:56.091000+00:00,SİYAH ÇAY,,,,,
83,Vivaldi Harmony,adyan,2021-09-20 15:38:31.068000+00:00,[],True,1.0,gorkemk,True,cash,16.0,vharmonyadmin,d14,2021-09-20 15:43:59.834000+00:00,2021-09-20 16:03:09.251000+00:00,COFFEE LATTE,,,,,
84,Vivaldi Harmony,adyan,2021-09-20 15:38:40.276000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d14,2021-09-20 15:44:00.957999+00:00,2021-09-20 16:03:09.251000+00:00,SU,,,,,
85,Vivaldi Harmony,adyan,2021-09-20 15:40:18.796000+00:00,[],True,1.0,gorkemk,True,card,14.0,vharmonyadmin,d6,2021-09-20 15:46:10.743000+00:00,2021-09-20 17:01:29.857000+00:00,GELENEKSEL TÜRK KAHVESİ,sade ,,,,
86,Vivaldi Harmony,adyan,2021-09-20 15:50:38.431000+00:00,[],True,1.0,gorkemk,True,card,15.0,vharmonyadmin,d7,2021-09-20 15:55:40.276999+00:00,2021-09-20 16:33:09.903000+00:00,COFFEE FLAT WHİTE ,,,,,
87,Vivaldi Harmony,adyan,2021-09-20 15:50:45.441000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d7,2021-09-20 15:55:38.618000+00:00,2021-09-20 16:33:09.903000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
88,Vivaldi Harmony,adyan,2021-09-20 15:50:48.336000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d7,2021-09-20 15:55:41.308000+00:00,2021-09-20 16:33:09.903000+00:00,VİVALDİ MUZ,,,,,
89,Vivaldi Harmony,adyan,2021-09-20 15:51:00.288000+00:00,[],True,1.0,gorkemk,True,card,15.0,vharmonyadmin,d7,2021-09-20 15:56:42.364000+00:00,2021-09-20 16:33:09.903000+00:00,FİLTRE KAHVE,sok,,,,
90,Vivaldi Harmony,adyan,2021-09-20 15:52:35.047000+00:00,[],True,1.0,gorkemk,True,cash,30.0,vharmonyadmin,s4,2021-09-20 15:56:43.503000+00:00,2021-09-20 16:09:08.641000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
91,Vivaldi Görükle,vgorukle,2021-09-20 15:58:46.219000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,SİYAH ÇAY,,,,,
92,Vivaldi Görükle,vgorukle,2021-09-20 15:58:50.939000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,VİVALDİ ÇİLEK,,,,,
93,Vivaldi Harmony,adyan,2021-09-20 15:59:39.608000+00:00,[],True,1.0,gorkemk,True,card,30.015,vharmonyadmin,b4,2021-09-20 16:05:38.536999+00:00,2021-09-20 16:18:53.131000+00:00,Vivaldi Brownie,,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
94,Vivaldi Harmony,adyan,2021-09-20 15:59:48.148000+00:00,[],True,1.0,gorkemk,True,card,30.015,vharmonyadmin,b4,2021-09-20 16:05:39.470000+00:00,2021-09-20 16:18:53.131000+00:00,VİVALDİ CUP (ÇİLEK/MUZ),çilek ,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
95,Vivaldi Harmony,adyan,2021-09-20 16:00:04.907000+00:00,[],True,2.0,gorkemk,True,card,36.018,vharmonyadmin,b4,2021-09-20 16:05:40.513000+00:00,2021-09-20 16:18:53.131000+00:00,EL YAPIMI LİMONATA,,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
96,Vivaldi Harmony,adyan,2021-09-20 16:00:28.355000+00:00,[],True,1.0,gorkemk,True,card,14.007000000000001,vharmonyadmin,b4,2021-09-20 16:05:41.529000+00:00,2021-09-20 16:18:53.131000+00:00,GELENEKSEL TÜRK KAHVESİ,orta,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
97,Vivaldi Harmony,adyan,2021-09-20 16:01:32.828000+00:00,[],True,1.0,adyan,True,cash,652.5,vharmonyadmin,s2,2021-09-20 16:01:39.144000+00:00,2021-09-20 16:21:25.215000+00:00,TAVUS KUŞU MOTİFLİ AYNALI KUTU,,True,2021-09-20 16:21:03.248000+00:00,vharmonyadmin,13.0
98,Vivaldi Harmony,adyan,2021-09-20 16:03:58.875999+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d16,2021-09-20 16:08:59.901000+00:00,2021-09-20 16:16:54.310000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
99,Vivaldi Harmony,adyan,2021-09-20 16:04:06.815999+00:00,[],True,1.0,gorkemk,True,card,14.0,vharmonyadmin,d16,2021-09-20 16:09:01.007999+00:00,2021-09-20 16:16:54.310000+00:00,GELENEKSEL TÜRK KAHVESİ,sade,,,,
100,Vivaldi Harmony,adyan,2021-09-20 16:08:47.499000+00:00,[],True,1.0,gorkemk,True,cash,3.0,vharmonyadmin,d14,2021-09-20 16:11:27.398999+00:00,2021-09-20 16:34:02.810000+00:00,SİYAH ÇAY,,True,2021-09-20 16:33:57.504000+00:00,vharmonyadmin,40.0
101,Vivaldi Özlüce,cozluceadmin,2021-09-20 16:09:28.355000+00:00,[],True,1.0,,True,cash,5.0,cozluceadmin,b4,,2021-09-20 16:42:29.616000+00:00,ÇAY,,,,,
